Player,Season,Team,S/C,GP,GS,W,L,T,OT,SA,Svs,GA,Sv%,GAA,TOI,SO,G,A,P,PIM,Actual GP,Prop GP,25+,True_Adj_GAA,True_Adj_Sv%,GSAA
Doug Favell,19741975,TOR,L,39.0,36.0,12.0,17.0,6,0,1190,1045,145.0,0.878,4.06,2144.633333333333,1.0,0.0,1.0,1.0,10.0,35.74388888888889,0.44679861111111113,Y,3.254726278066194,0.8952713342903387,-14.456126482213392
Cesare Maniago,19741975,MNS,L,37.0,36.0,11.0,21.0,4,0,1251,1102,149.0,0.8809999999999999,4.21,2125.766666666667,1.0,0.0,0.0,0.0,2.0,35.42944444444445,0.44286805555555564,Y,3.3750230721750265,0.8983288559017342,-11.764381705251225
Gary Simmons,19741975,CGS,L,34.0,34.0,10.0,21.0,3,0,1184,1060,124.0,0.895,3.67,2026.15,2.0,0.0,1.0,1.0,26.0,33.76916666666667,0.4221145833333334,Y,2.9418303006646056,0.9126064203507049,5.885669113495254
Gord McRae,19741975,TOR,L,20.0,19.0,10.0,3.0,6,0,524,467,57.0,0.8909999999999999,3.22,1062.9166666666667,0.0,0.0,0.0,0.0,4.0,17.71527777777778,0.22144097222222223,N,2.5813232774157755,0.9085274550288734,0.48318464144553275
Ross Brooks,19741975,BOS,L,17.0,16.0,10.0,3.0,3,0,415,367,48.0,0.884,2.98,965.5833333333334,0.0,0.0,0.0,0.0,0.0,16.093055555555555,0.20116319444444444,N,2.3886825551142,0.901390438124094,-2.4741953698475285
Pete Lopresti,19741975,MNS,L,35.0,32.0,9.0,20.0,3,0,1125,988,137.0,0.878,4.19,1960.5666666666666,1.0,0.0,0.0,0.0,2.0,32.67611111111111,0.4084513888888889,Y,3.3586367717337104,0.8952717470846738,-13.586674195369795
Dunc Wilson,19741975,"TOR,NYR",L,28.0,25.0,9.0,13.0,4,0,809,710,99.0,0.878,3.78,1570.7333333333333,0.0,0.0,0.0,0.0,6.0,26.17888888888889,0.3272361111111111,Y,3.030023697318075,0.8952682828456483,-10.25210615471481
Gilles Meloche,19741975,CGS,R,47.0,46.0,9.0,27.0,10,0,1514,1328,186.0,0.877,4.03,2768.05,1.0,0.0,6.0,6.0,14.0,46.13416666666667,0.5766770833333335,Y,3.230425303923426,0.8942516371410207,-19.913088650479892
Ron Low,19741975,WSH,L,48.0,45.0,8.0,36.0,2,0,1622,1387,235.0,0.855,5.45,2587.3166666666666,1.0,0.0,0.0,0.0,4.0,43.121944444444445,0.5390243055555556,Y,4.3688216489930145,0.8718187207105411,-57.06540937323538
Ken Broderick,19741975,BOS,R,15.0,13.0,7.0,6.0,0,0,332,300,32.0,0.904,2.39,802.2833333333333,1.0,0.0,0.0,0.0,2.0,13.37138888888889,0.1671423611111111,N,1.9157037055442006,0.9217796373897051,4.420643704121979
Wayne Stephenson,19741975,PHI,L,12.0,10.0,7.0,2.0,1,0,274,245,29.0,0.894,2.73,637.8,1.0,0.0,0.0,0.0,0.0,10.629999999999999,0.132875,N,2.18850351584007,0.9115861120684438,1.058001129305488
Peter McDuffe,19741975,KCS,L,36.0,36.0,7.0,25.0,4,0,1262,1114,148.0,0.883,4.23,2097.8,0.0,0.0,1.0,1.0,0.0,34.96333333333334,0.4370416666666667,Y,3.3906844686692694,0.9003672106197084,-9.557673630717062
Gerry Desjardins,19741975,BUF,L,9.0,9.0,6.0,2.0,1,0,264,239,25.0,0.905,2.79,538.2,0.0,0.0,0.0,0.0,0.0,8.97,0.112125,N,2.2366531186223706,0.9228033131344126,3.960993788819888
Yves Belanger,19741975,STL,L,11.0,11.0,6.0,3.0,2,0,293,264,29.0,0.9009999999999999,2.72,640.0,1.0,0.0,1.0,1.0,0.0,10.666666666666666,0.13333333333333333,N,2.1804564496052663,0.9187230084548267,3.1423150762281296
Ken Lockett,19741975,VAN,L,25.0,9.0,6.0,7.0,1,0,421,373,48.0,0.8859999999999999,3.18,907.0166666666667,2.0,0.0,0.0,0.0,2.0,15.116944444444444,0.18896180555555556,N,2.549373782641545,0.903427733253175,-1.8159909655561677
Denis Herron,19741975,"PIT,KCS",L,25.0,22.0,5.0,14.0,4,0,845,754,91.0,0.892,3.94,1386.3,0.0,0.0,1.0,1.0,2.0,23.105,0.2888125,Y,3.1584378020917123,0.9095476273757903,1.6971202710333557
Fern Rivard,19741975,MNS,L,15.0,12.0,3.0,9.0,0,0,429,379,50.0,0.883,4.25,706.6333333333333,0.0,0.0,0.0,0.0,4.0,11.777222222222223,0.1472152777777778,N,3.4070905893778893,0.9003714225291716,-2.938385093167682
Bob Johnson,19741975,PIT,L,12.0,10.0,3.0,4.0,1,0,281,241,40.0,0.858,5.03,477.53333333333336,0.0,0.0,0.0,0.0,6.0,7.95888888888889,0.09948611111111112,N,4.032333641808913,0.8748750212048041,-9.174093732354589
Michel Dumas,19741975,CHI,L,3.0,2.0,2.0,0.0,0,0,42,35,7.0,0.833,3.47,121.1,0.0,0.0,0.0,0.0,0.0,2.018333333333333,0.025229166666666664,N,2.781695050955438,0.8493872334708306,-2.3925691699604723
Bill McKenzie,19741975,DET,L,13.0,12.0,1.0,9.0,2,0,421,363,58.0,0.862,4.71,738.85,0.0,0.0,0.0,0.0,2.0,12.314166666666667,0.15392708333333333,N,3.7756082005422464,0.8789570849531544,-11.815990965556168
Pierre Hamel,19741975,TOR,L,4.0,3.0,1.0,2.0,0,0,124,106,18.0,0.855,5.55,194.55,0.0,0.0,0.0,0.0,2.0,3.2425,0.040531250000000005,N,4.448903169866925,0.8718171010459072,-4.397108977978538
Mike Veisor,19741975,CHI,R,9.0,7.0,1.0,5.0,1,0,222,186,36.0,0.838,4.71,458.85,0.0,0.0,0.0,0.0,0.0,7.6475,0.09559375,N,3.7757374760939517,0.8544827022105431,-11.646437041219642
Curt Ridley,19741975,NYR,L,2.0,2.0,1.0,1.0,0,0,42,35,7.0,0.833,5.19,81.0,0.0,0.0,0.0,0.0,0.0,1.35,0.016875,N,4.160624032701821,0.8493872334708306,-2.3925691699604723
Doug Grant,19741975,DET,L,7.0,7.0,1.0,5.0,0,0,199,165,34.0,0.8290000000000001,5.37,379.8333333333333,0.0,0.0,0.0,0.0,0.0,6.330555555555555,0.07913194444444444,N,4.304636990429903,0.8453074612622657,-12.169553924336526
Terrance Richardson,19741975,DET,R,4.0,3.0,1.0,2.0,0,0,95,72,23.0,0.758,6.86,201.23333333333332,0.0,0.0,0.0,0.0,2.0,3.3538888888888887,0.041923611111111106,N,5.499196527261632,0.772909415488321,-12.578430265386784
Rocky Farr,19741975,BUF,R,7.0,2.0,0.0,1.0,2,0,113,99,14.0,0.8759999999999999,3.93,213.48333333333332,0.0,0.0,0.0,0.0,0.0,3.5580555555555553,0.04447569444444444,N,3.1501139643495195,0.8932317316933404,-1.6038170525126993
Michel Belhumeur,19741975,WSH,L,35.0,28.0,0.0,24.0,3,0,1165,1003,162.0,0.861,5.37,1810.1666666666667,0.0,0.0,2.0,2.0,10.0,30.169444444444444,0.37711805555555555,Y,4.304691916279408,0.8779357360613465,-34.198644833427394
Bruce Bullock,19741975,VAN,R,1.0,1.0,0.0,1.0,0,0,25,21,4.0,0.84,4.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0125,N,3.206462259222376,0.8565229859735356,-1.2574816487859954
John Adams,19741975,WSH,L,8.0,7.0,0.0,7.0,0,0,275,229,46.0,0.833,6.9,400.0,0.0,0.0,0.0,0.0,2.0,6.666666666666667,0.08333333333333334,N,5.531147397158599,0.8493837079306952,-15.83229813664595
Bobby Taylor,19741975,PHI,L,3.0,2.0,0.0,2.0,1,0,70,57,13.0,0.8140000000000001,6.52,119.65,0.0,0.0,0.0,0.0,2.0,1.9941666666666669,0.024927083333333336,N,5.226582487954407,0.8300132222575616,-5.320948616600788
Ken Dryden,19751976,MTL,L,62.0,60.0,42.0,10.0,8,0,1650,1529,121.0,0.927,2.03,3573.1833333333334,8.0,0.0,2.0,2.0,0.0,59.55305555555556,0.7444131944444445,Y,1.6303351251333402,0.9456631492274604,60.67924185264303
Wayne Stephenson,19751976,PHI,L,66.0,64.0,40.0,10.0,14,0,1774,1610,164.0,0.9079999999999999,2.58,3810.5333333333333,1.0,0.0,0.0,0.0,11.0,63.50888888888889,0.7938611111111111,Y,2.0720502548003075,0.9262799273820355,31.33271214944773
Gilles Gilbert,19751976,BOS,L,55.0,53.0,33.0,8.0,10,0,1347,1196,151.0,0.888,2.9,3120.7,3.0,0.0,0.0,0.0,18.0,52.01166666666666,0.6501458333333333,Y,2.3290193244684048,0.9058792383327532,-2.68367346938777
Tony Esposito,19751976,CHI,R,68.0,67.0,30.0,23.0,13,0,2082,1884,198.0,0.905,2.98,3992.5833333333335,4.0,0.0,1.0,1.0,2.0,66.54305555555555,0.8317881944444444,Y,2.393654022381197,0.9232215328774194,31.246170628607757
Gerry Desjardins,19751976,BUF,L,55.0,54.0,29.0,15.0,11,0,1463,1302,161.0,0.89,2.95,3274.866666666667,2.0,0.0,1.0,1.0,2.0,54.58111111111111,0.6822638888888889,Y,2.3693493172003013,0.9079198172065421,0.08892777601016633
Wayne Thomas,19751976,TOR,L,64.0,64.0,28.0,24.0,12,0,1969,1773,196.0,0.9,3.2,3679.0666666666666,2.0,0.0,0.0,0.0,18.0,61.31777777777778,0.7664722222222222,Y,2.5703032944540416,0.9181241038536507,20.803895277487356
Rogie Vachon,19751976,LAK,L,51.0,51.0,26.0,20.0,5,0,1474,1314,160.0,0.8909999999999999,3.15,3051.9666666666667,5.0,0.0,0.0,0.0,0.0,50.86611111111111,0.6358263888888889,Y,2.530192264930283,0.9089428588465663,2.3001227216944358
Michel Plasse,19751976,PIT,L,55.0,53.0,24.0,19.0,10,0,1617,1439,178.0,0.89,3.46,3090.366666666667,2.0,0.0,2.0,2.0,8.0,51.50611111111111,0.6438263888888889,Y,2.7791540963459185,0.9079196278649667,0.045657015590165884
Glenn Resch,19751976,NYI,L,44.0,41.0,23.0,11.0,8,0,1215,1127,88.0,0.9279999999999999,2.08,2540.133333333333,7.0,0.0,1.0,1.0,0.0,42.33555555555555,0.5291944444444444,Y,1.670650920287884,0.9466827335726541,45.78198718240077
John Davidson,19751976,NYR,L,56.0,54.0,22.0,28.0,5,0,1757,1545,212.0,0.879,3.97,3200.1,3.0,0.0,2.0,2.0,8.0,53.335,0.6666875,Y,3.1883221885630464,0.8967005877816735,-18.53913458479164
Gary Smith,19751976,VAN,L,51.0,49.0,20.0,24.0,6,0,1416,1249,167.0,0.882,3.51,2857.1666666666665,2.0,0.0,1.0,1.0,24.0,47.61944444444444,0.5952430555555555,Y,2.819259161031678,0.8997593775454493,-11.086177901004532
Dan Bouchard,19751976,AFM,L,47.0,44.0,19.0,17.0,8,0,1268,1155,113.0,0.9109999999999999,2.54,2665.133333333333,2.0,0.0,1.0,1.0,10.0,44.41888888888889,0.555236111111111,Y,2.039841815535236,0.9293422502812956,26.61774464797051
Billy Smith,19751976,NYI,L,39.0,39.0,19.0,10.0,9,0,1067,969,98.0,0.9079999999999999,2.62,2248.25,3.0,0.0,1.0,1.0,10.0,37.47083333333333,0.46838541666666667,Y,2.1045221085671453,0.9262834185432476,19.485909731375827
Michel Larocque,19751976,MTL,L,22.0,20.0,16.0,1.0,3,0,537,487,50.0,0.907,2.46,1218.55,2.0,0.0,2.0,2.0,4.0,20.309166666666666,0.25386458333333334,Y,1.9756890175838795,0.9252617503711373,9.128335075678365
Phil Myre,19751976,AFM,L,37.0,36.0,16.0,16.0,4,0,1077,955,122.0,0.887,3.44,2126.8,1.0,0.0,1.0,1.0,0.0,35.44666666666667,0.4430833333333334,Y,2.7627981267538155,0.9048580757498811,-3.4130039543657347
Gary Simmons,19751976,CGS,L,40.0,39.0,15.0,19.0,5,0,1181,1050,131.0,0.889,3.34,2353.5666666666666,2.0,0.0,0.0,0.0,18.0,39.22611111111111,0.49032638888888885,Y,2.68258988074587,0.906900408830038,-0.9617062860779413
Cesare Maniago,19751976,MNS,L,47.0,45.0,13.0,27.0,5,0,1521,1370,151.0,0.9009999999999999,3.36,2698.6,2.0,0.0,0.0,0.0,11.0,44.97666666666667,0.5622083333333333,Y,2.698768253648117,0.9191399697298038,16.475228398709135
Jim Rutherford,19751976,DET,L,44.0,44.0,13.0,25.0,6,0,1379,1221,158.0,0.885,3.6,2633.016666666667,4.0,0.0,0.0,0.0,4.0,43.883611111111115,0.5485451388888889,Y,2.891371959431062,0.9028218885948859,-6.16019726376075
Gilles Meloche,19751976,CGS,R,41.0,41.0,12.0,23.0,6,0,1253,1113,140.0,0.888,3.45,2431.5666666666666,1.0,0.0,1.0,1.0,0.0,40.52611111111111,0.5065763888888889,Y,2.7706920119677796,0.9058813855648348,-2.0338848234171394
Ed Giacomin,19751976,"NYR,DET",L,33.0,33.0,12.0,17.0,4,0,1007,888,119.0,0.882,3.61,1976.0833333333333,2.0,0.0,0.0,0.0,0.0,32.93472222222222,0.41168402777777774,Y,2.8992657172841754,0.8997580108816512,-8.120608154174832
Gary Edwards,19751976,LAK,L,29.0,29.0,12.0,13.0,4,0,826,723,103.0,0.875,3.56,1736.5166666666667,0.0,0.0,0.0,0.0,2.0,28.941944444444445,0.36177430555555556,Y,2.859324090725135,0.8926198320925094,-12.05027044225264
Denis Herron,19751976,KCS,L,64.0,60.0,11.0,39.0,11,0,2211,1968,243.0,0.89,4.04,3610.9166666666665,0.0,0.0,0.0,0.0,16.0,60.18194444444444,0.7522743055555555,Y,3.2448975212072213,0.9079206480486793,0.45018408254165365
Yves Belanger,19751976,STL,L,31.0,28.0,11.0,17.0,1,0,971,858,113.0,0.884,3.86,1758.0666666666666,0.0,0.0,2.0,2.0,4.0,29.30111111111111,0.36626388888888883,Y,3.100389803593414,0.901797105226714,-6.084518885505219
Eddie Johnston,19751976,STL,L,38.0,36.0,11.0,17.0,9,0,1026,896,130.0,0.873,3.63,2148.2833333333333,1.0,0.0,0.0,0.0,0.0,35.804722222222225,0.4475590277777778,Y,2.9154483689888853,0.890579513836874,-17.028544157083786
Gary Inness,19751976,"PIT,PHI",L,25.0,21.0,10.0,9.0,2,0,750,665,85.0,0.887,3.84,1327.35,0.0,0.0,0.0,0.0,2.0,22.1225,0.27653125,Y,3.0840416290662733,0.904857751675161,-2.418526430616808
Al Smith,19751976,BUF,L,14.0,14.0,9.0,3.0,2,0,360,317,43.0,0.8809999999999999,3.07,839.4333333333333,0.0,0.0,0.0,0.0,0.0,13.990555555555554,0.17488194444444444,N,2.465542086153122,0.8987362956932913,-3.3608926866960687
Gerry Cheevers,19751976,BOS,L,15.0,15.0,8.0,2.0,5,0,412,371,41.0,0.9,2.74,898.45,1.0,0.0,0.0,0.0,2.0,14.974166666666667,0.18717708333333333,N,2.2007686527601895,0.9181242687816957,4.364756147447835
Roger Crozier,19751976,BUF,R,11.0,11.0,8.0,2.0,0,0,241,214,27.0,0.888,2.61,620.0,1.0,0.0,1.0,1.0,0.0,10.333333333333334,0.12916666666666668,N,2.0961160051862953,0.9058796325609194,-0.46381982637153385
Ken Lockett,19751976,VAN,L,30.0,23.0,7.0,8.0,7,0,769,686,83.0,0.892,3.48,1432.8,0.0,0.0,0.0,0.0,6.0,23.88,0.2985,Y,2.7952267701264564,0.9099607587730268,1.6735375664742378
Dave Reece,19751976,BOS,R,14.0,12.0,7.0,5.0,2,0,350,307,43.0,0.877,3.32,776.0,2.0,0.0,0.0,0.0,0.0,12.933333333333334,0.16166666666666668,N,2.666271668147414,0.8946591723543355,-4.461979000954507
Pete Lopresti,19751976,MNS,L,34.0,30.0,7.0,22.0,1,0,962,839,123.0,0.872,4.14,1783.7166666666667,1.0,0.0,0.0,0.0,0.0,29.72861111111111,0.37160763888888887,Y,3.3252302790841433,0.8895584890218349,-17.075496568337826
Curt Ridley,19751976,VAN,L,9.0,8.0,6.0,0.0,2,0,227,208,19.0,0.9159999999999999,2.28,499.7,1.0,0.0,0.0,0.0,0.0,8.328333333333333,0.10410416666666666,N,1.831147849016932,0.9344453465274023,5.994659333666647
Bernie Parent,19751976,PHI,L,11.0,10.0,6.0,2.0,2,0,259,235,24.0,0.907,2.35,613.6333333333333,0.0,0.0,0.0,0.0,2.0,10.227222222222222,0.1278402777777778,N,1.887602466141641,0.9252643435187963,4.518135539293663
Gord McRae,19751976,TOR,L,20.0,14.0,6.0,5.0,2,0,472,413,59.0,0.875,3.71,953.85,0.0,0.0,0.0,0.0,0.0,15.8975,0.19871875,N,2.9796782342138872,0.8926180714565458,-7.028725967001506
Ron Low,19751976,WSH,L,43.0,40.0,6.0,31.0,2,0,1420,1212,208.0,0.8540000000000001,5.46,2284.5666666666666,0.0,0.0,0.0,0.0,2.0,38.07611111111111,0.4759513888888889,Y,4.385143812557714,0.871192452068327,-51.64574337530115
Ed Staniowski,19751976,STL,L,11.0,10.0,5.0,3.0,2,0,337,304,33.0,0.902,3.2,618.85,0.0,0.0,0.0,0.0,0.0,10.314166666666667,0.12892708333333333,N,2.570153226609876,0.920162163604561,4.106608790509519
Bernie Wolfe,19751976,WSH,L,40.0,34.0,5.0,23.0,7,0,1300,1152,148.0,0.8859999999999999,4.17,2129.55,0.0,0.0,0.0,0.0,0.0,35.4925,0.44365625,Y,3.349202655461742,0.9038404507282316,-4.858779146402469
Dunc Wilson,19751976,NYR,L,20.0,19.0,5.0,9.0,3,0,551,475,76.0,0.862,4.24,1076.0833333333333,0.0,0.0,0.0,0.0,11.0,17.93472222222222,0.22418402777777774,N,3.405538733343297,0.8793567184342019,-15.330144084359809
Bobby Taylor,19751976,"PHI,PIT",L,6.0,5.0,3.0,2.0,0,0,173,151,22.0,0.873,4.16,317.6166666666667,0.0,0.0,0.0,0.0,2.0,5.293611111111111,0.06617013888888888,N,3.341366880338673,0.8905768264512114,-2.951206763328944
Gordon Laxton,19751976,PIT,L,8.0,7.0,3.0,4.0,0,0,202,171,31.0,0.847,4.51,412.55,0.0,0.0,0.0,0.0,0.0,6.8758333333333335,0.08594791666666667,N,3.6223458194288396,0.8640515861834265,-8.75805645197946
Gilles Gratton,19751976,STL,L,6.0,6.0,2.0,0.0,2,0,139,128,11.0,0.9209999999999999,2.49,265.31666666666666,0.0,0.0,0.0,0.0,2.0,4.421944444444445,0.055274305555555556,N,2.000000069440718,0.9395434834928895,4.305099768192353
Gilles Villemure,19751976,CHI,R,15.0,13.0,2.0,7.0,5,0,405,348,57.0,0.8590000000000001,4.3,796.0333333333333,0.0,0.0,0.0,0.0,0.0,13.267222222222221,0.16584027777777777,N,3.4537926025803505,0.8762974205833509,-12.406004272533075
Doug Soetaert,19751976,NYR,L,8.0,3.0,2.0,2.0,0,0,167,143,24.0,0.856,5.29,272.31666666666666,0.0,0.0,1.0,1.0,0.0,4.538611111111111,0.05673263888888889,N,4.248843379985661,0.8732371796118906,-5.6118585518840085
Bill McKenzie,19751976,KCS,L,22.0,19.0,1.0,16.0,1,0,624,527,97.0,0.845,5.2,1118.9166666666667,0.0,0.0,1.0,1.0,4.0,18.648611111111112,0.2331076388888889,N,4.176384704034139,0.8620114130366442,-28.292213990273183
Doug Grant,19751976,DET,L,2.0,2.0,1.0,1.0,0,0,45,37,8.0,0.8220000000000001,4.02,119.26666666666667,0.0,0.0,0.0,0.0,0.0,1.9877777777777779,0.024847222222222222,N,3.228494396291439,0.838552212397799,-3.0451115858370086
Bill Oleschuk,19751976,KCS,L,1.0,1.0,0.0,1.0,0,0,52,48,4.0,0.9229999999999999,4.0,59.95,0.0,0.0,0.0,0.0,0.0,0.9991666666666668,0.012489583333333335,N,3.212493641491294,0.9415849959917066,1.725648834143902
Michel Belhumeur,19751976,WSH,L,7.0,6.0,0.0,5.0,1,0,229,197,32.0,0.86,5.11,375.8333333333333,0.0,0.0,1.0,1.0,0.0,6.263888888888888,0.07829861111111111,N,4.104239612016181,0.8773175715162389,-6.785123403481663
Peter McDuffe,19751976,DET,L,4.0,4.0,0.0,3.0,1,0,155,133,22.0,0.858,5.53,238.86666666666667,0.0,0.0,0.0,0.0,2.0,3.9811111111111113,0.04976388888888889,N,4.441695661163055,0.8752761527962525,-4.933162128994141
Paul Harrison,19751976,MNS,L,6.0,5.0,0.0,4.0,1,0,171,143,28.0,0.836,5.48,306.8,0.0,0.0,0.0,0.0,2.0,5.113333333333333,0.06391666666666666,N,4.401548121772715,0.852834305651322,-9.171424026180631
Terrance Richardson,19751976,DET,R,1.0,1.0,0.0,1.0,0,0,36,29,7.0,0.8059999999999999,7.0,60.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0125,N,5.622153976588649,0.8222261752827303,-3.0360892686696066
Gary Bromley,19751976,BUF,L,1.0,1.0,0.0,1.0,0,0,34,27,7.0,0.794,7.0,60.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0125,N,5.622153976588649,0.8099878257826956,-3.256306531521295
Doug Favell,19751976,TOR,L,3.0,2.0,0.0,2.0,1,0,70,55,15.0,0.7859999999999999,5.63,159.76666666666668,0.0,0.0,0.0,0.0,0.0,2.662777777777778,0.03328472222222222,N,4.521658366154185,0.8018243998623305,-7.292395800190902
Jerome Mrazek,19751976,PHI,L,1.0,0.0,0.0,0.0,0,0,2,1,1.0,0.5,9.55,6.283333333333333,0.0,0.0,0.0,0.0,0.0,0.10472222222222222,0.0013090277777777777,N,7.670270485693703,0.5100674694037404,-0.7797827371483115
Ken Dryden,19761977,MTL,L,56.0,55.0,41.0,6.0,8,0,1457,1340,117.0,0.92,2.14,3274.55,10.0,0.0,2.0,2.0,0.0,54.575833333333335,0.6821979166666667,Y,1.7674840770469513,0.9377442346040937,42.34619037690831
Bernie Parent,19761977,PHI,L,61.0,61.0,35.0,13.0,12,0,1582,1423,159.0,0.899,2.71,3519.6,5.0,0.0,0.0,0.0,0.0,58.66,0.73325,Y,2.238475445026252,0.9163437952606248,14.016934232168097
Rogie Vachon,19761977,LAK,L,68.0,68.0,33.0,23.0,12,0,1896,1712,184.0,0.903,2.73,4048.266666666667,8.0,0.0,1.0,1.0,2.0,67.47111111111111,0.843388888888889,Y,2.25516680108569,0.9204178062738616,23.35784279658074
Gerry Desjardins,19761977,BUF,L,49.0,49.0,31.0,12.0,6,0,1258,1132,126.0,0.9,2.64,2867.05,3.0,0.0,0.0,0.0,2.0,47.78416666666667,0.5973020833333333,Y,2.1808371505500768,0.9173592840810182,11.582366159334697
Gerry Cheevers,19761977,BOS,L,45.0,45.0,30.0,10.0,5,0,1152,1015,137.0,0.8809999999999999,3.05,2697.9666666666667,3.0,0.0,4.0,4.0,46.0,44.96611111111111,0.5620763888888889,Y,2.519509364852006,0.8979941599705965,-11.010424629925623
Glenn Resch,19761977,NYI,L,46.0,44.0,26.0,13.0,6,0,1241,1138,103.0,0.917,2.28,2707.85,4.0,0.0,1.0,1.0,2.0,45.130833333333335,0.5641354166666667,Y,1.883203397334895,0.9346881380242199,32.72314499501937
Tony Esposito,19761977,CHI,R,69.0,69.0,25.0,36.0,8,0,2353,2119,234.0,0.9009999999999999,3.46,4056.1,2.0,0.0,2.0,2.0,6.0,67.60166666666666,0.8450208333333332,Y,2.857941473098775,0.9183768947747026,23.33808233141059
Mike Palmateer,19761977,TOR,R,50.0,49.0,23.0,18.0,8,0,1609,1455,154.0,0.904,3.22,2873.2833333333333,4.0,0.0,2.0,2.0,8.0,47.88805555555555,0.5986006944444444,Y,2.6599770061315677,0.9214390429235847,21.96981490490424
Billy Smith,19761977,NYI,L,36.0,36.0,21.0,8.0,6,0,1032,945,87.0,0.9159999999999999,2.5,2086.0333333333333,2.0,0.0,1.0,1.0,12.0,34.76722222222222,0.4345902777777778,Y,2.0649216676491884,0.9336670761702239,25.86566126902497
Michel Larocque,19761977,MTL,L,26.0,25.0,19.0,2.0,4,0,592,539,53.0,0.91,2.09,1524.2333333333333,4.0,0.0,0.0,0.0,0.0,25.40388888888889,0.3175486111111111,Y,1.7265565413420796,0.9275558514653734,11.744642898510449
Gilles Meloche,19761977,CLE,R,51.0,50.0,19.0,24.0,6,0,1548,1377,171.0,0.89,3.47,2958.016666666667,2.0,0.0,3.0,3.0,18.0,49.30027777777778,0.6162534722222223,Y,2.8663463684866715,0.9071646120476089,-1.701508096462561
Dunc Wilson,19761977,PIT,L,45.0,44.0,18.0,19.0,7,0,1373,1244,129.0,0.9059999999999999,2.95,2622.0,5.0,0.0,1.0,1.0,21.0,43.7,0.54625,Y,2.4366491149620844,0.923476206313043,21.159450506173727
Gilles Gilbert,19761977,BOS,L,34.0,34.0,18.0,13.0,3,0,841,744,97.0,0.885,2.86,2037.8833333333334,1.0,0.0,1.0,1.0,10.0,33.96472222222222,0.42455902777777776,Y,2.362607883568404,0.9020689007635649,-5.0232353418120255
Cesare Maniago,19761977,VAN,L,47.0,45.0,17.0,21.0,9,0,1426,1275,151.0,0.894,3.36,2694.2833333333333,1.0,0.0,1.0,1.0,0.0,44.90472222222222,0.5613090277777777,Y,2.7752791910239543,0.9112451105560114,4.955845900803865
Phil Myre,19761977,AFM,L,43.0,40.0,17.0,17.0,7,0,1087,963,124.0,0.8859999999999999,3.07,2419.5666666666666,3.0,0.0,2.0,2.0,6.0,40.32611111111111,0.5040763888888888,Y,2.535622615623066,0.9030897223830876,-5.119211434660727
Dan Bouchard,19761977,AFM,L,42.0,40.0,17.0,17.0,5,0,1131,992,139.0,0.877,3.51,2373.133333333333,1.0,0.0,1.0,1.0,9.0,39.55222222222222,0.49440277777777775,Y,2.899098743352803,0.8939171403214072,-15.30710959760927
Don Edwards,19761977,BUF,L,25.0,25.0,16.0,7.0,2,0,616,554,62.0,0.899,2.52,1476.15,2.0,0.0,1.0,1.0,2.0,24.602500000000003,0.30753125000000003,Y,2.081555662566452,0.9163429595605295,5.369425718720322
Ron Low,19761977,WSH,L,54.0,46.0,16.0,27.0,5,0,1578,1390,188.0,0.8809999999999999,3.88,2909.883333333333,0.0,0.0,0.0,0.0,4.0,48.49805555555555,0.6062256944444444,Y,3.2051168920175668,0.8979929119701625,-15.420529571200206
Denis Herron,19761977,PIT,L,34.0,33.0,15.0,11.0,5,0,1058,964,94.0,0.9109999999999999,2.94,1918.2166666666667,1.0,0.0,1.0,1.0,4.0,31.970277777777778,0.3996284722222222,Y,2.428474136401175,0.9285732799511859,21.709175990919007
John Davidson,19761977,NYR,L,39.0,36.0,14.0,14.0,6,0,1194,1069,125.0,0.895,3.55,2115.25,1.0,0.0,0.0,0.0,6.0,35.25416666666667,0.4406770833333334,Y,2.9325697306466165,0.9122655659314183,5.582945305441683
Eddie Johnston,19761977,STL,L,38.0,33.0,13.0,16.0,5,0,921,813,108.0,0.883,3.07,2107.866666666667,1.0,0.0,0.0,0.0,0.0,35.13111111111111,0.43913888888888886,Y,2.535659015588157,0.9000307590318901,-7.273959274445744
Pete Lopresti,19761977,MNS,L,44.0,43.0,13.0,20.0,10,0,1325,1169,156.0,0.882,3.62,2587.8166666666666,1.0,0.0,1.0,1.0,4.0,43.13027777777778,0.5391284722222223,Y,2.990327785491715,0.8990145413299894,-11.090115134246048
Wayne Stephenson,19761977,PHI,L,21.0,17.0,12.0,3.0,2,0,472,431,41.0,0.9129999999999999,2.31,1063.9166666666667,3.0,0.0,0.0,0.0,4.0,17.731944444444444,0.22164930555555556,N,1.9079859636310414,0.9306117562427222,10.620728797461027
Michel Plasse,19761977,CLR,L,54.0,52.0,12.0,29.0,9,0,1714,1524,190.0,0.889,3.82,2981.8333333333335,0.0,0.0,1.0,1.0,0.0,49.69722222222222,0.6212152777777777,Y,3.1552226743071734,0.9061488906237839,-2.546760256677544
Gilles Gratton,19761977,NYR,L,41.0,33.0,11.0,18.0,7,0,1012,869,143.0,0.8590000000000001,4.23,2029.7666666666667,0.0,0.0,0.0,0.0,13.0,33.82944444444444,0.4228680555555555,Y,3.494190381644894,0.8755675845092409,-32.3216577478166
